heat_id,timestamp,shift,operator_id,furnace_id,mold_line_id,pattern_id,pattern_age_cycles,season,ambient_temp_C,ambient_humidity_pct,sand_moisture_pct,mold_hardness_B,mold_temp_C,binder_pct,mold_permeability,C_pct,Si_pct,Mn_pct,S_pct,P_pct,Cr_pct,carbon_equivalent,mn_s_ratio_ok,pour_temp_C,superheat_C,pour_rate_kg_per_s,pour_delay_min,cooling_rate_C_per_min,fade_time_min,inoculant_dose_pct,core_moisture_pct,furnace_temp_drift_C,bore_diameter_mm,deck_height_mm,wall_thickness_mm,surface_roughness_Ra_um,defect_class,severity,disposition,customer_complaint,yield_pct,casting_weight_kg,warranty_risk_score,oem_customer
H-2025-00070,2025-01-06 17:57:00,B,OP-217,F1,ML-2,PT-B,421,Winter,19.5,45.4,3.14,75.8,34.2,1.82,153.0,3.425,2.176,0.572,0.1,0.116,0.0,4.189,True,1414.9,234.9,7.86,0.79,12.31,4.9,0.197,3.14,6.5,89.5059,220.0063,4.5032,6.64,None,None,OK,False,98.32,216.21,2.42,OEM-TATA
H-2025-00071,2025-01-06 18:26:00,B,OP-217,F1,ML-2,PT-B,422,Winter,18.0,54.2,2.67,81.8,27.3,2.08,144.8,3.38,2.187,0.5,0.06,0.078,0.048,4.135,True,1390.4,210.4,7.54,3.19,12.39,5.4,0.148,2.28,3.9,89.494,220.0188,4.5511,4.68,None,None,OK,False,96.54,219.26,2.65,OEM-TATA
H-2025-00072,2025-01-06 18:27:00,B,OP-217,F1,ML-1,PT-B,423,Winter,20.2,51.3,2.63,77.6,32.8,1.74,116.4,3.302,1.974,0.594,0.06,0.103,0.061,3.994,True,1400.5,220.5,5.8,1.74,10.11,7.7,0.251,2.31,11.9,89.4964,220.0077,4.5334,5.18,None,None,OK,False,98.32,213.32,2.56,OEM-ASHOK_LEYLAND
H-2025-00073,2025-01-06 22:10:00,C,OP-308,F1,ML-1,PT-C,719,Winter,17.5,42.9,2.53,84.7,25.5,1.78,123.3,3.289,2.121,0.586,0.06,0.07,0.058,4.019,True,1434.6,254.6,7.39,0.29,12.04,4.7,0.155,2.27,8.2,89.509,219.9841,4.5132,5.06,None,None,OK,False,96.82,212.79,2.61,OEM-ASHOK_LEYLAND
H-2025-00074,2025-01-07 00:23:00,C,OP-308,F1,ML-2,PT-A,129,Winter,20.7,55.2,3.1,83.4,35.4,2.06,104.3,3.245,2.266,0.553,0.071,0.077,0.032,4.026,True,1414.6,234.6,5.18,0.03,10.14,0.7,0.234,2.5,3.7,89.4859,220.0051,4.5083,6.22,None,None,OK,False,98.82,213.17,2.15,OEM-MAHINDRA
H-2025-00075,2025-01-07 01:14:00,C,OP-308,F2,ML-1,PT-C,720,Winter,23.9,46.7,2.5,82.4,37.2,2.01,110.1,3.474,2.226,0.514,0.085,0.084,0.007,4.244,True,1400.2,220.2,5.98,1.02,9.17,1.5,0.118,2.64,2.5,89.5242,220.0063,4.5349,5.07,None,None,OK,False,97.67,214.41,2.86,OEM-TATA
H-2025-00076,2025-01-07 03:26:00,C,OP-308,F1,ML-1,PT-A,130,Winter,23.8,57.9,2.91,86.5,40.8,1.87,133.1,3.323,2.183,0.571,0.108,0.073,0.019,4.075,True,1386.9,206.9,6.38,0.57,9.05,3.9,0.255,2.59,9.1,89.5147,220.0026,4.5319,5.93,None,None,OK,False,97.2,213.68,2.49,OEM-TATA
H-2025-00077,2025-01-07 07:34:00,A,OP-104,F1,ML-1,PT-A,131,Winter,20.9,56.6,2.81,81.6,38.4,1.97,125.7,3.387,2.186,0.54,0.064,0.077,0.008,4.142,True,1414.0,234.0,6.21,3.34,10.58,10.2,0.232,2.68,7.0,89.5059,220.0079,4.4625,4.73,None,None,OK,False,98.47,215.91,1.14,OEM-TATA
H-2025-00078,2025-01-07 07:45:00,A,OP-104,F2,ML-1,PT-A,132,Winter,23.1,45.5,2.5,90.4,32.1,1.87,125.2,3.349,2.186,0.603,0.12,0.079,0.045,4.104,True,1417.4,237.4,8.79,5.34,12.91,1.7,0.133,2.3,1.0,89.4834,219.9971,4.4757,3.88,None,None,OK,False,97.3,216.72,3.4,OEM-MAHINDRA
H-2025-00079,2025-01-07 10:46:00,A,OP-104,F1,ML-1,PT-A,133,Winter,22.5,45.1,2.5,86.4,31.4,1.86,118.1,3.325,2.092,0.653,0.092,0.071,0.008,4.046,True,1423.4,243.4,6.44,5.42,12.01,5.8,0.204,2.4,8.1,89.517,219.9939,4.5042,5.04,None,None,OK,False,97.52,216.47,2.34,OEM-ASHOK_LEYLAND
H-2025-00080,2025-01-07 12:15:00,A,OP-104,F1,ML-1,PT-A,134,Winter,23.6,48.0,2.74,84.9,40.6,1.99,130.9,3.389,1.956,0.522,0.092,0.073,0.064,4.065,True,1407.0,227.0,7.76,2.26,10.44,7.4,0.222,2.57,9.9,89.4839,219.9982,4.4891,4.8,None,None,OK,False,98.7,217.0,2.79,OEM-TATA
H-2025-00081,2025-01-07 12:27:00,A,OP-104,F2,ML-1,PT-C,721,Winter,23.0,56.1,2.94,83.3,36.1,1.91,90.7,3.411,2.047,0.5,0.094,0.094,0.001,4.125,True,1411.3,231.3,7.41,2.28,12.18,7.0,0.259,2.69,2.2,89.5024,220.0167,4.4626,4.58,None,None,OK,False,98.01,217.28,1.75,OEM-TATA
H-2025-00082,2025-01-07 13:20:00,A,OP-104,F1,ML-1,PT-C,722,Winter,23.2,42.6,2.5,87.8,35.9,1.88,124.6,3.367,2.229,0.634,0.062,0.058,0.004,4.129,True,1426.4,246.4,7.38,6.06,8.49,4.0,0.14,3.04,10.3,89.4967,220.0312,4.4469,4.41,None,None,OK,False,96.57,215.69,0.61,OEM-TATA
H-2025-00083,2025-01-07 15:05:00,B,OP-217,F2,ML-1,PT-B,424,Winter,17.8,46.3,2.69,79.6,31.5,1.89,148.1,3.327,2.242,0.545,0.075,0.106,0.013,4.11,True,1434.1,254.1,6.68,6.25,6.76,4.7,0.268,2.55,3.8,89.5089,220.0005,4.484,3.79,None,None,OK,False,95.85,214.92,2.33,OEM-TATA
H-2025-00084,2025-01-07 17:30:00,B,OP-217,F1,ML-2,PT-A,135,Winter,17.3,53.2,2.6,84.6,29.9,2.31,132.5,3.22,2.17,0.618,0.068,0.086,0.03,3.971,True,1398.6,218.6,6.46,0.97,8.5,9.1,0.19,2.62,7.8,89.4961,220.0141,4.4758,4.57,None,None,OK,False,97.83,212.38,1.79,OEM-ASHOK_LEYLAND
H-2025-00085,2025-01-07 19:07:00,B,OP-217,F2,ML-1,PT-C,723,Winter,16.4,40.7,2.97,85.1,30.5,2.05,97.6,3.278,2.085,0.569,0.093,0.07,0.037,3.996,True,1438.1,258.1,7.78,5.42,13.32,12.7,0.29,2.0,-0.3,89.4843,220.0098,4.5275,4.62,None,None,OK,False,95.23,216.38,3.11,OEM-MAHINDRA
H-2025-00086,2025-01-07 21:09:00,B,OP-217,F1,ML-2,PT-A,136,Winter,21.3,41.1,2.5,78.5,38.8,1.87,124.9,3.313,2.321,0.598,0.07,0.091,0.018,4.117,True,1417.8,237.8,4.88,0.02,15.28,12.6,0.265,2.53,7.8,89.4914,220.0379,4.5316,6.25,None,None,OK,False,97.43,214.12,3.34,OEM-TATA
H-2025-00087,2025-01-07 22:44:00,C,OP-308,F2,ML-1,PT-B,425,Winter,23.5,55.2,3.27,84.5,37.5,1.8,113.6,3.352,2.114,0.598,0.08,0.09,0.002,4.087,True,1397.8,217.8,8.43,2.08,10.32,15.2,0.1,2.16,2.9,89.4948,220.0321,4.4948,4.67,None,None,OK,False,97.5,214.18,1.34,OEM-MAHINDRA
H-2025-00088,2025-01-08 03:01:00,C,OP-308,F2,ML-1,PT-B,426,Winter,24.0,50.4,2.5,78.6,35.2,1.93,142.6,3.141,2.25,0.579,0.074,0.081,0.01,3.918,True,1390.2,210.2,7.11,1.72,12.76,1.6,0.227,2.78,2.2,89.5147,220.0019,4.5199,5.46,None,None,OK,False,96.89,216.56,2.68,OEM-TATA
H-2025-00089,2025-01-08 05:09:00,C,OP-308,F2,ML-2,PT-A,137,Winter,22.8,51.2,2.89,86.3,33.0,1.69,120.8,3.424,1.929,0.558,0.105,0.073,0.013,4.092,True,1372.4,192.4,7.7,0.32,7.92,0.7,0.193,2.68,3.0,89.5004,219.9928,4.4859,5.36,None,None,OK,False,95.68,213.79,1.57,OEM-TATA
H-2025-00090,2025-01-08 11:49:00,A,OP-104,F1,ML-2,PT-B,427,Winter,22.6,45.0,2.83,86.2,40.3,2.15,152.5,3.389,2.08,0.5,0.074,0.05,0.05,4.098,True,1406.8,226.8,8.11,0.14,7.18,3.9,0.236,2.75,9.4,89.4844,219.9625,4.5597,4.45,None,None,OK,False,98.11,213.95,2.4,OEM-TATA
H-2025-00091,2025-01-08 12:07:00,A,OP-104,F1,ML-1,PT-C,724,Winter,20.2,50.6,2.72,84.5,33.9,1.85,152.7,3.28,2.255,0.5,0.067,0.063,0.003,4.053,True,1436.4,256.4,8.68,0.2,11.49,0.5,0.223,2.45,8.9,89.5102,220.0036,4.5148,7.29,None,None,OK,False,97.03,211.87,1.3,OEM-TATA
H-2025-00092,2025-01-08 15:06:00,B,OP-217,F2,ML-2,PT-A,138,Winter,19.6,50.9,2.58,75.2,33.3,1.93,127.2,3.24,1.974,0.655,0.091,0.077,0.007,3.924,True,1390.9,210.9,6.43,1.24,15.32,9.1,0.212,2.64,1.7,89.5077,220.0051,4.5284,5.94,None,None,OK,False,95.94,213.41,2.97,OEM-TATA
H-2025-00093,2025-01-08 15:42:00,B,OP-217,F1,ML-2,PT-B,428,Winter,21.1,48.3,2.65,82.8,29.5,2.09,122.7,3.268,2.124,0.69,0.083,0.084,0.056,4.004,True,1372.1,192.1,6.71,0.67,12.2,4.8,0.229,2.78,8.9,89.4892,220.003,4.5051,5.53,None,None,OK,False,95.48,214.44,3.64,OEM-TATA
H-2025-00094,2025-01-08 17:15:00,B,OP-217,F1,ML-1,PT-C,725,Winter,16.2,59.3,3.24,81.0,33.4,2.18,140.3,3.191,2.205,0.58,0.105,0.077,0.016,3.952,True,1392.0,212.0,5.68,1.86,7.73,6.1,0.16,2.53,11.5,89.4877,220.0049,4.5293,5.42,None,None,OK,False,96.02,216.84,2.1,OEM-TATA
H-2025-00095,2025-01-08 17:19:00,B,OP-217,F2,ML-1,PT-A,139,Winter,22.4,41.0,2.5,77.7,35.1,1.85,109.5,3.309,2.286,0.553,0.088,0.083,0.007,4.099,True,1399.8,219.8,7.44,0.02,10.2,8.3,0.126,2.63,-0.2,89.4962,220.0111,4.5392,5.09,None,None,OK,False,98.23,215.93,1.27,OEM-TATA
H-2025-00096,2025-01-08 21:19:00,B,OP-217,F1,ML-1,PT-A,140,Winter,21.3,48.3,2.95,81.8,39.3,2.05,125.9,3.328,2.225,0.5,0.088,0.071,0.049,4.094,True,1400.3,220.3,8.93,8.42,7.63,17.4,0.225,2.75,8.9,89.4921,219.9991,4.4587,4.47,None,None,OK,False,95.95,210.81,2.0,OEM-TATA
H-2025-00097,2025-01-08 22:17:00,C,OP-308,F1,ML-1,PT-A,141,Winter,17.4,57.1,3.04,87.3,27.0,2.25,116.1,3.46,2.265,0.586,0.097,0.087,0.067,4.244,True,1421.2,241.2,7.02,0.1,13.16,5.0,0.212,2.71,10.9,89.5112,219.9814,4.5184,4.93,None,None,OK,False,98.01,214.4,3.69,OEM-MAHINDRA
H-2025-00098,2025-01-08 22:28:00,C,OP-308,F2,ML-2,PT-C,726,Winter,21.1,44.1,2.51,87.6,32.3,1.71,112.1,3.407,2.18,0.631,0.09,0.114,0.008,4.172,True,1399.3,219.3,7.28,1.79,9.36,0.3,0.248,2.96,0.3,89.5005,220.0096,4.5054,4.62,None,None,OK,False,97.61,214.68,1.56,OEM-MAHINDRA
H-2025-00099,2025-01-08 23:14:00,C,OP-308,F2,ML-1,PT-A,142,Winter,20.8,58.7,2.89,82.3,30.9,1.84,133.5,3.5,2.154,0.602,0.095,0.078,0.006,4.244,True,1398.3,218.3,7.93,2.63,14.56,2.8,0.223,2.92,3.6,89.4862,219.9999,4.461,4.87,None,None,OK,False,96.67,210.89,2.97,OEM-ASHOK_LEYLAND
H-2025-00100,2025-01-09 00:10:00,C,OP-308,F2,ML-2,PT-A,143,Winter,22.3,48.5,2.73,79.5,34.1,1.99,121.3,3.363,1.981,0.635,0.094,0.073,0.02,4.048,True,1407.0,227.0,7.42,1.24,9.09,4.3,0.182,2.12,3.8,89.501,219.9909,4.4963,5.32,None,None,OK,False,98.76,213.92,1.08,OEM-TATA
H-2025-00101,2025-01-09 01:43:00,C,OP-308,F2,ML-2,PT-A,144,Winter,22.7,43.1,3.16,86.0,40.5,1.82,151.6,3.241,2.02,0.503,0.079,0.075,0.02,3.939,True,1386.0,206.0,8.22,0.36,8.43,4.1,0.213,2.77,-0.1,89.5008,220.0374,4.475,3.41,None,None,OK,False,96.56,211.33,1.32,OEM-TATA
H-2025-00102,2025-01-09 02:45:00,C,OP-308,F1,ML-2,PT-C,727,Winter,18.0,41.9,2.67,78.8,30.2,1.87,110.8,3.559,2.229,0.61,0.065,0.09,0.013,4.332,True,1416.3,236.3,7.46,0.29,16.09,2.4,0.255,2.29,9.2,89.4864,220.0035,4.5276,5.5,None,None,OK,False,96.72,216.02,3.7,OEM-TATA
H-2025-00103,2025-01-09 03:04:00,C,OP-308,F1,ML-1,PT-C,728,Winter,22.5,46.5,2.5,80.1,38.8,2.04,104.7,3.312,2.059,0.642,0.081,0.075,0.008,4.023,True,1396.1,216.1,8.38,1.48,7.37,6.6,0.208,2.78,7.7,89.4934,219.9902,4.4778,4.87,None,None,OK,False,96.82,212.88,1.34,OEM-TATA
H-2025-00104,2025-01-09 06:57:00,A,OP-104,F2,ML-1,PT-B,429,Winter,17.5,58.4,2.81,87.2,33.0,2.16,119.5,3.165,2.1,0.642,0.06,0.09,0.004,3.894,True,1409.2,229.2,7.08,0.62,14.62,1.3,0.117,2.85,2.0,89.5041,220.0091,4.5297,5.65,None,None,OK,False,97.67,213.14,2.48,OEM-TATA
H-2025-00105,2025-01-09 07:45:00,A,OP-104,F2,ML-1,PT-C,729,Winter,19.2,58.8,2.57,88.7,30.1,2.14,128.0,3.376,1.814,0.604,0.072,0.092,0.03,4.012,True,1414.8,234.8,7.59,3.77,9.73,1.0,0.258,2.04,1.6,89.517,220.0414,4.484,7.22,None,None,OK,False,97.8,214.33,3.01,OEM-TATA
H-2025-00106,2025-01-09 10:42:00,A,OP-104,F1,ML-2,PT-B,430,Winter,19.9,51.3,2.5,87.0,33.7,1.83,117.4,3.159,2.294,0.597,0.078,0.108,0.1,3.96,True,1415.1,235.1,6.64,0.34,8.99,2.1,0.158,2.81,10.1,89.5094,220.0107,4.47,3.92,None,None,OK,False,99.0,219.19,4.02,OEM-TATA
H-2025-00107,2025-01-09 11:28:00,A,OP-104,F2,ML-1,PT-C,730,Winter,22.4,42.4,2.5,84.4,39.0,1.92,129.8,3.34,1.969,0.641,0.103,0.084,0.01,4.024,True,1411.0,231.0,6.92,1.57,13.14,10.7,0.176,2.42,1.9,89.4892,219.9917,4.4682,4.21,None,None,OK,False,97.55,213.31,2.38,OEM-TATA
H-2025-00108,2025-01-09 12:24:00,A,OP-104,F2,ML-2,PT-A,145,Winter,23.2,49.1,2.77,87.0,37.3,1.79,107.1,3.293,2.022,0.506,0.081,0.077,0.017,3.993,True,1419.1,239.1,7.6,1.7,11.21,18.7,0.158,2.48,1.4,89.5194,220.0463,4.5457,5.15,None,None,OK,False,98.82,212.65,2.58,OEM-TATA
H-2025-00109,2025-01-09 14:49:00,B,OP-217,F1,ML-1,PT-A,146,Winter,16.1,48.4,3.15,84.5,26.8,2.2,131.9,3.413,2.209,0.5,0.11,0.082,0.009,4.177,True,1390.5,210.5,7.1,4.01,9.73,7.6,0.208,2.47,7.5,89.4937,220.0106,4.5093,6.97,None,None,OK,False,96.6,217.86,1.66,OEM-MAHINDRA
H-2025-00110,2025-01-09 15:20:00,B,OP-217,F2,ML-1,PT-C,731,Winter,21.9,44.6,2.96,82.6,38.5,2.01,105.4,3.464,1.8,0.682,0.091,0.075,0.026,4.09,True,1437.5,257.5,7.98,3.21,9.54,3.8,0.184,2.74,1.6,89.5073,220.0091,4.4914,3.72,None,None,OK,False,96.68,214.26,1.66,OEM-MAHINDRA
H-2025-00111,2025-01-09 15:29:00,B,OP-217,F1,ML-2,PT-A,147,Winter,23.0,41.5,2.5,74.7,36.6,1.93,97.4,3.311,2.277,0.629,0.06,0.079,0.003,4.096,True,1377.6,197.6,7.4,3.1,7.21,3.6,0.226,2.21,6.5,89.5164,219.9869,4.5397,5.0,Cold_Shut,Scrap,Scrap,False,89.8,213.14,5.4,OEM-TATA
H-2025-00112,2025-01-09 16:06:00,B,OP-217,F1,ML-2,PT-A,148,Winter,23.6,47.6,2.5,79.2,41.4,1.95,93.5,3.302,2.017,0.712,0.101,0.1,0.025,4.008,True,1433.4,253.4,6.99,2.28,6.88,5.6,0.236,2.89,7.4,89.5066,219.9997,4.5627,4.45,None,None,OK,False,97.18,215.4,2.21,OEM-ASHOK_LEYLAND
H-2025-00113,2025-01-09 16:12:00,B,OP-217,F2,ML-1,PT-B,431,Winter,18.1,47.4,2.5,83.9,32.7,1.93,141.8,3.441,2.051,0.653,0.099,0.067,0.026,4.147,True,1410.6,230.6,6.68,0.71,12.39,5.6,0.136,2.15,2.3,89.4924,220.0159,4.4803,5.22,None,None,OK,False,98.49,215.55,1.98,OEM-TATA
H-2025-00114,2025-01-09 17:56:00,B,OP-217,F1,ML-2,PT-B,432,Winter,17.4,54.1,2.5,79.0,29.9,1.87,129.2,3.258,2.039,0.5,0.06,0.052,0.081,3.955,True,1418.0,238.0,7.24,1.23,9.98,10.7,0.112,2.78,8.8,89.5039,220.0146,4.5421,4.06,None,None,OK,False,99.0,214.29,2.0,OEM-TATA
H-2025-00115,2025-01-09 17:58:00,B,OP-217,F1,ML-1,PT-A,149,Winter,20.0,47.9,2.64,83.9,32.4,1.91,128.9,3.358,1.938,0.677,0.094,0.078,0.001,4.03,True,1431.1,251.1,7.94,6.57,15.19,3.7,0.176,2.8,10.0,89.5043,219.9609,4.4936,5.12,None,None,OK,False,95.3,213.08,2.32,OEM-ASHOK_LEYLAND
H-2025-00116,2025-01-09 22:11:00,C,OP-308,F2,ML-2,PT-A,150,Winter,23.2,40.3,2.79,84.3,40.0,1.87,115.0,3.415,1.986,0.645,0.105,0.079,0.02,4.103,True,1407.0,227.0,6.89,0.58,8.79,5.7,0.237,2.65,2.4,89.4852,219.9943,4.5065,5.57,None,None,OK,False,98.74,216.65,2.15,OEM-TATA
H-2025-00117,2025-01-10 01:03:00,C,OP-308,F1,ML-1,PT-A,151,Winter,18.5,40.4,2.5,84.1,36.3,2.03,132.1,3.255,2.034,0.5,0.06,0.093,0.04,3.964,True,1414.9,234.9,9.99,4.99,8.33,12.8,0.214,2.5,7.5,89.4953,220.0053,4.4822,4.62,None,None,OK,False,97.88,215.35,2.01,OEM-TATA
H-2025-00118,2025-01-10 01:27:00,C,OP-308,F1,ML-1,PT-A,152,Winter,20.0,53.8,2.5,86.7,32.1,1.78,108.4,3.314,1.965,0.5,0.067,0.073,0.003,3.993,True,1412.3,232.3,6.28,2.28,11.17,4.7,0.23,2.63,6.7,89.5096,219.9746,4.5121,5.88,None,None,OK,False,98.79,217.47,1.44,OEM-ASHOK_LEYLAND
H-2025-00119,2025-01-10 01:46:00,C,OP-308,F2,ML-1,PT-A,153,Winter,24.0,53.2,2.53,82.3,33.6,1.99,107.5,3.362,2.281,0.641,0.098,0.067,0.016,4.145,True,1420.7,240.7,6.77,3.5,10.13,23.9,0.15,2.52,2.5,89.4938,219.9699,4.5229,6.9,None,None,OK,False,98.55,215.49,1.32,OEM-MAHINDRA
H-2025-00120,2025-01-10 03:05:00,C,OP-308,F1,ML-1,PT-B,433,Winter,19.6,43.2,2.5,85.3,28.0,1.68,122.1,3.51,1.928,0.619,0.081,0.064,0.009,4.174,True,1429.0,249.0,7.08,4.69,11.06,2.3,0.151,2.16,8.0,89.4897,220.0187,4.5238,5.87,None,None,OK,False,97.52,213.57,1.4,OEM-MAHINDRA
H-2025-00121,2025-01-10 03:21:00,C,OP-308,F2,ML-2,PT-B,434,Winter,21.0,57.3,3.2,82.6,32.2,2.05,126.3,3.205,1.924,0.592,0.106,0.064,0.08,3.868,True,1406.5,226.5,8.34,5.15,9.31,3.9,0.229,2.56,2.0,89.4735,220.0,4.4745,6.19,Gas_Porosity,Major_Rework,Scrap,False,94.23,215.17,5.39,OEM-ASHOK_LEYLAND
H-2025-00122,2025-01-10 03:53:00,C,OP-308,F1,ML-1,PT-A,154,Winter,24.0,53.3,2.77,84.2,35.4,1.79,108.1,3.332,1.859,0.704,0.098,0.06,0.013,3.972,True,1407.5,227.5,8.81,1.71,11.69,6.7,0.154,2.41,8.6,89.4776,219.9939,4.5466,5.97,None,None,OK,False,98.55,214.41,2.39,OEM-TATA
H-2025-00123,2025-01-10 04:12:00,C,OP-308,F2,ML-1,PT-A,155,Winter,18.9,43.1,2.8,85.9,31.2,1.87,135.6,3.512,2.095,0.549,0.096,0.054,0.026,4.229,True,1390.8,210.8,7.2,0.25,11.16,0.9,0.213,2.18,2.9,89.5293,219.9953,4.566,4.93,None,None,OK,False,97.3,213.56,3.36,OEM-TATA
H-2025-00124,2025-01-10 04:47:00,C,OP-308,F1,ML-1,PT-B,435,Winter,18.2,45.8,2.62,80.5,27.6,1.9,103.9,3.467,1.851,0.553,0.101,0.05,0.005,4.1,True,1416.3,236.3,6.72,1.51,15.05,8.5,0.136,3.05,8.6,89.4872,220.0107,4.523,3.61,None,None,OK,False,97.76,210.91,2.6,OEM-TATA
H-2025-00125,2025-01-10 07:47:00,A,OP-104,F2,ML-1,PT-A,156,Winter,18.3,59.5,3.07,85.7,31.2,1.88,120.4,3.317,2.09,0.545,0.071,0.09,0.028,4.044,True,1405.7,225.7,6.68,1.08,17.02,11.9,0.191,2.31,1.8,89.4905,220.0093,4.5355,4.69,None,None,OK,False,96.39,213.61,3.88,OEM-TATA
H-2025-00126,2025-01-10 11:54:00,A,OP-104,F2,ML-2,PT-A,157,Winter,20.9,48.2,2.5,81.9,38.4,2.33,129.7,3.341,2.339,0.584,0.079,0.079,0.015,4.148,True,1389.2,209.2,8.36,3.56,9.3,5.7,0.17,2.9,0.9,89.5152,220.0155,4.4532,6.06,None,None,OK,False,96.9,213.54,2.49,OEM-TATA
H-2025-00127,2025-01-10 14:48:00,B,OP-217,F2,ML-1,PT-A,158,Winter,17.3,44.7,2.5,79.9,27.6,1.82,92.0,3.405,2.103,0.635,0.113,0.113,0.025,4.144,True,1397.7,217.7,6.0,0.06,11.86,14.8,0.224,2.18,1.2,89.4866,220.007,4.476,4.2,None,None,OK,False,97.85,216.75,3.47,OEM-ASHOK_LEYLAND
H-2025-00128,2025-01-10 15:17:00,B,OP-217,F1,ML-2,PT-B,436,Winter,17.3,50.5,2.5,79.7,32.2,1.92,117.0,3.408,2.119,0.622,0.078,0.05,0.072,4.131,True,1410.0,230.0,7.37,2.54,17.76,4.2,0.133,2.34,9.4,89.4933,220.0129,4.5485,5.4,None,None,OK,False,96.59,212.46,4.02,OEM-MAHINDRA
H-2025-00129,2025-01-10 16:25:00,B,OP-217,F1,ML-2,PT-A,159,Winter,18.1,44.1,2.81,79.0,26.5,1.76,129.7,3.515,1.979,0.56,0.1,0.11,0.032,4.212,True,1424.5,244.5,7.45,0.64,8.12,5.7,0.236,2.22,7.5,89.5126,220.018,4.5393,5.15,None,None,OK,False,98.27,215.06,2.95,OEM-MAHINDRA
H-2025-00130,2025-01-10 16:46:00,B,OP-217,F2,ML-1,PT-A,160,Winter,20.3,55.8,2.79,83.8,34.8,2.23,124.4,3.486,2.051,0.591,0.081,0.072,0.023,4.194,True,1398.9,218.9,7.41,4.28,15.2,3.2,0.204,2.41,0.1,89.5012,220.0255,4.5084,4.47,None,None,OK,False,95.94,209.81,2.37,OEM-MAHINDRA
H-2025-00131,2025-01-10 16:49:00,B,OP-217,F1,ML-2,PT-B,437,Winter,22.8,55.9,2.5,81.1,40.1,1.92,125.2,3.184,2.132,0.573,0.072,0.05,0.031,3.912,True,1386.5,206.5,6.39,1.39,12.49,21.5,0.234,2.98,9.9,89.4812,220.0052,4.489,6.71,None,None,OK,False,96.58,221.92,2.98,OEM-ASHOK_LEYLAND
H-2025-00132,2025-01-10 20:22:00,B,OP-217,F2,ML-1,PT-C,732,Winter,20.2,56.0,3.07,88.8,31.1,1.76,105.6,3.159,2.204,0.648,0.069,0.05,0.054,3.91,True,1422.4,242.4,5.97,11.87,7.47,7.2,0.169,2.89,0.7,89.4917,220.0003,4.504,5.57,None,None,OK,False,94.54,216.41,1.74,OEM-TATA
H-2025-00133,2025-01-10 22:06:00,C,OP-308,F2,ML-1,PT-B,438,Winter,22.3,52.3,3.15,83.2,38.4,2.18,113.2,3.285,2.322,0.668,0.092,0.066,0.1,4.081,True,1373.3,193.3,7.5,2.64,9.55,15.5,0.232,2.6,2.2,89.5126,220.0254,4.5173,6.57,Cold_Shut,Scrap,Scrap,False,90.14,214.01,6.65,OEM-TATA
H-2025-00134,2025-01-11 05:27:00,C,OP-308,F2,ML-1,PT-C,733,Winter,23.7,53.9,2.56,81.3,32.5,2.04,133.7,3.128,2.127,0.702,0.103,0.091,0.018,3.867,True,1382.7,202.7,8.06,0.12,16.44,2.4,0.177,3.45,2.8,89.4952,219.9838,4.5344,6.57,None,None,OK,False,94.37,213.88,3.74,OEM-MAHINDRA
H-2025-00135,2025-01-11 14:02:00,B,OP-217,F1,ML-1,PT-B,439,Winter,21.9,46.4,2.83,83.5,33.5,1.95,144.5,3.507,1.95,0.68,0.091,0.08,0.177,4.184,True,1401.5,221.5,6.77,1.19,12.62,17.0,0.257,2.55,8.2,89.4995,219.9882,4.4952,6.07,None,None,OK,False,97.75,211.96,4.41,OEM-TATA
H-2025-00136,2025-01-11 16:12:00,B,OP-217,F2,ML-1,PT-A,161,Winter,21.1,57.6,2.87,82.5,29.2,1.95,102.5,3.17,2.154,0.519,0.088,0.068,0.033,3.911,True,1390.5,210.5,7.67,2.73,10.51,8.9,0.135,2.77,-1.6,89.4994,220.0124,4.4534,3.6,None,None,OK,False,97.02,214.73,1.3,OEM-TATA
H-2025-00137,2025-01-11 19:21:00,B,OP-217,F2,ML-1,PT-A,162,Winter,16.1,42.9,2.5,84.1,27.6,1.96,115.8,3.314,2.228,0.564,0.067,0.096,0.185,4.089,True,1396.2,216.2,6.97,0.9,9.67,12.3,0.135,2.3,2.7,89.5163,220.016,4.5104,4.22,None,None,OK,False,97.95,213.24,5.81,OEM-TATA
H-2025-00138,2025-01-11 20:30:00,B,OP-217,F1,ML-2,PT-A,163,Winter,19.6,45.1,3.31,79.7,30.7,2.11,94.5,3.245,2.096,0.667,0.084,0.077,0.032,3.97,True,1390.6,210.6,7.64,1.8,7.55,13.1,0.197,2.31,10.2,89.4883,219.987,4.4578,5.12,None,None,OK,False,96.36,210.19,2.45,OEM-TATA
H-2025-00139,2025-01-11 21:08:00,B,OP-217,F2,ML-1,PT-A,164,Winter,18.1,59.9,2.93,80.0,33.1,2.14,121.4,3.16,2.199,0.662,0.086,0.05,0.007,3.909,True,1422.8,242.8,6.16,5.63,12.28,3.4,0.206,2.65,3.3,89.4784,220.009,4.5511,5.13,None,None,OK,False,97.2,215.87,2.46,OEM-TATA
